published_datetime,published_time,publisher,scraped_at,thumbnail_url
2025-05-14T13:43:14.343917,4 days ago,YouTube announces Gemini AI feature to target ads when viewers are most engaged,2025-05-18T13:43:14.342885,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Yesterday,Yesterday,Walmart Prepares for a Future Where AI Shops for Consumers,2025-05-18T13:43:14.344908,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.pymnts.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:43:14.346034,2 days ago,AI regulation ban meets opposition from state attorneys general over risks to US consumers,2025-05-18T13:43:14.346034,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.reuters.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:43:14.347105,2 days ago,US and UAE collaborate on AI megaproject to boost regional innovation,2025-05-18T13:43:14.347105,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cio.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-18T13:31:14.348162,12 minutes ago,AI Warning: ‘You won’t lose your job to AI. You’ll lose it to someone who knows how to use it.’,2025-05-18T13:43:14.348162,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://euroweeklynews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-17T22:43:14.349076,15 hours ago,Lightchain AI Mainnet Launch in July to Introduce Decentralized AI Marketplace,2025-05-18T13:43:14.349076,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.bitcoin.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:43:14.350934,2 days ago,"Scarlett Johansson takes aim at companies using her likeness, voice in AI",2025-05-18T13:43:14.350094,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.foxnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:43:14.352885,2 days ago,"U.S., UAE agree on path for Emirates to buy top American AI chips, Trump says",2025-05-18T13:43:14.352885,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-14T13:43:14.353884,4 days ago,Trump administration rescinds curbs on AI chip exports to foreign markets,2025-05-18T13:43:14.353884,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
Yesterday,Yesterday,El Paso lawmaker pushes for AI regulation to combat child exploitation,2025-05-18T13:43:14.354883,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://kfoxtv.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-18T02:43:14.356883,11 hours ago,"Beyond Nvidia, Four Things to Know at Asia’s Biggest Tech Show",2025-05-18T13:43:14.355884,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-17T15:43:14.357882,22 hours ago,AI system can predict child malnutrition before it strikes,2025-05-18T13:43:14.356883,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.earth.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
2025-05-16T13:43:14.358982,2 days ago,"WNBA monitoring fans, with AI, to crack down on 'hate speech' amid Caitlin Clark-Angel Reese rivalry renewal",2025-05-18T13:43:14.357882,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.foxnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL"
