published_datetime,published_time,publisher,scraped_at,thumbnail_url,title,url
2025-05-18T04:49:51.707877,9 hours ago,Golf.ai: Launches AI Verified verification program,2025-05-18T13:49:51.707877,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.firstcallgolf.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Golf.ai: Launches AI Verified verification program,https://news.google.com/read/CBMi1gFBVV95cUxPWTkxSl9RTDZHOUwwY1FOb0VaXzFfVkl1b3ZYaGRScHVXLVYycXRDY3JzNWdDdGc5MEl1cGpIeW5ZS1JQSHdJRjNEZUJOdG9QaGRFMGhMZjZST2FMMW5wYkdhcy1Qd2Vtc3ZYTzBpcENWVHJySVd0ZVdyQzNxQVZzOVh1dTZMTlZCMW02ZGhtVm5QTEJDdXlCaWRRcGxRUU1BbzNaYy1LNjBBU1Z4TWxXN1ZjVGJWYy16UVZaRWx4anZSSzdldUwxOFRSVWRoQzFHczNlalNn?hl=en-US&gl=US&ceid=US%3Aen
Yesterday,Yesterday,"Weekend reads: MIT rescinds support of AI paper; should AI write science papers, anyway?; another pub steps in for paused NIH journal",2025-05-18T13:49:51.708790,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://retractionwatch.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","Weekend reads: MIT rescinds support of AI paper; should AI write science papers, anyway?; another pub steps in for paused NIH journal",https://news.google.com/read/CBMi_AFBVV95cUxPYl9iTEs4RGp3QWFvNy15RHNDZXdLU1ZSUVBxWGNWR1l6VHhVczJkWm9oRmpQX2RXZ1k3dm1UN3hJVy1iQnpkejNSQm5uMjVUNWRUTmVwT2NLQmJJNGFpVmpybFpCSF9EQXg2OWZoODBxYV9mNjBaT2ZfUGVxZjJiaDNWNkJNeHZfNDVETDI4ejl6emhKemRUY3oxSGV5dWdKdXNvQ0xoclMxVTNYN2VHV2g2U2tCcjBncGNoVnpiUFplSzVEUEhBR3ZJUE54dTJvdi1ud0YydXhRNEUyWlpWTG1rN1oyTEdKY0dIOHRTaUVrUnVMSWlWSzVPbng?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T21:49:51.709902,16 hours ago,"Adopting agentic AI? Build AI fluency, redesign workflows, don’t neglect supervision",2025-05-18T13:49:51.709902,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://venturebeat.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","Adopting agentic AI? Build AI fluency, redesign workflows, don’t neglect supervision",https://news.google.com/read/CBMirAFBVV95cUxON0xPc2U4R0FpUW5faGFBMFFvRlQydmJIemg0NXI5bHRwUlVQMjZjQmZSNGJrblR4RmZaNW90ZWVGcWFwTm5kZWhheEVXMDdWSGtDNWdmTFp5UnBVNjV3M0VtbG05MFk3dlBRRlUyTk1ZalFETjJPQVJBVE13ZGNsaldhUWVtZDFVamI3a1l3d0ExcklCaDB1eDhpTnpwZnBDdEVWdUd2eGpyMW5C?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T12:49:51.710885,1 hour ago,du and Microsoft launch $544M AI data centre in UAE,2025-05-18T13:49:51.709902,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://dig.watch&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",du and Microsoft launch $544M AI data centre in UAE,https://news.google.com/read/CBMiggFBVV95cUxNdHFXdXZlTnNUZjVudWw5bmFndGhTRnhXRzBwVHJNRDZFQlotU19jNDFheU9uZkQ4amZPMW54VXlINGstZFJmQmtxVEdlbnJtSGVRcTJ1bWhHTkRrNmlESG1OSm9UM2p1aC1jME5HdXZrejJGdUc5aVBxajV2TDF0cERR?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T06:49:51.711849,7 hours ago,What do AI chatbots say about their own bosses — and their rivals?,2025-05-18T13:49:51.710885,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.ft.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",What do AI chatbots say about their own bosses — and their rivals?,https://news.google.com/read/CBMicEFVX3lxTE1kU3pBNTVjcVhFV2g3WTJUN2FXd1NQWERIVWxrTTN1NjJDd3ZqODJqeG1GdGpZYmhmX3FvdTBjZ2VWa2tOYXQ4RXIxQzQ3LUFESDBuYXdOQzBaV0NfdmVrYlRRbkN6cTZTQ1BReGJZaEU?hl=en-US&gl=US&ceid=US%3Aen
2025-05-14T13:49:51.711849,4 days ago,Your A.I. Radiologist Will Not Be With You Soon,2025-05-18T13:49:51.711849,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.nytimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Your A.I. Radiologist Will Not Be With You Soon,https://news.google.com/read/CBMiiwFBVV95cUxPYk94ejRBZzFNcmRSUUlOaUVkaHUxWFcyd0EzWkYtUkxRVjRONEZhLWlpTnhjZXBDOUh3Y3JXZ0hFYkZWMDg3YzM1cGVMV3V1WGJwcVpWVDBhVjIxVXpQRXVSbXZoOE80VXRvcDVycVlTREptdUs5SUVWZ21MYnZBYVNVZ3BfdFlVb3RN?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T14:49:51.713675,23 hours ago,Trump wants coal to power AI data centers. The tech industry may need to make peace with that for now,2025-05-18T13:49:51.712929,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.cnbc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Trump wants coal to power AI data centers. The tech industry may need to make peace with that for now,https://news.google.com/read/CBMiqAFBVV95cUxPOFkxcUFFX1FlLVZlQ05tWmxrLTJrU25ObWZEdjd6ZDdHMThoRi1CTzI5TlVoMnVPS2xJdjRmWENWTlRDYmh1d2VvUzBLNEE4bXc1VVViWFlMSDl5TWJqQ0FETmYxWHNqLUVRNUNNRVRtTUx2VlF1VmlpVldHNVlWdDN3MGZRRXpqODVJQjZqYzdvVVNxaXZtSEdTTWFCSW14Ml9mY1FKaEnSAa4BQVVfeXFMT0kzSWFmQjNaWUJ1NWxWWTRpcF9vendCandlT01RaEFtb2o2WkpwaXM0T2MxQ2hXR1lPSFRRSGM4R01oNzRiUnlHTmdRZ2puVHZ3YXQ0dXBpZnNmTlktQk1aTzdUX09sUHFrMFh5elp4MjR4XzhhbXJhWTJsMnp2dHBUX3FRVldoMWFBbVNzcVBuQ1kzSHFhekMtamFtVzd2MjVyTHItV2dyeDRTRU9n?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T13:05:51.713675,44 minutes ago,Micron (MU) Stock Gets Buy Rating on AI Demand Surge,2025-05-18T13:49:51.713675,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.insidermonkey.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Micron (MU) Stock Gets Buy Rating on AI Demand Surge,https://news.google.com/read/CBMimgFBVV95cUxOMDhnWWpmcW1rN3NhbWx6NjlPUl9fZUJLTFp1Yk9lT1dJR3BUNmFrOHV1cWJUdEQxc3VRUVhEZkNPRmE2SjRaNjJ0ZGh1QlF1Q2JFZF9EQzBhVjVBdlpZRTJWTF9DTFBKVUk3WERmR21TTGNjelpHQjgxMm9WQXlQY29XWGxfekozUE9NY28zLU5IUFpjcmJ2TTJB0gGiAUFVX3lxTFA5Q3g1d2ZoQTJRQjRuU0FrWW52Nk9mWTFEZWZEbXQyYWtmWHJUQnExVHo2cEJjNGl4RnF0cUx6SVR3MmNMWlBjYjFwcDV4TWNUVzdDb3FRdEp1WFByaDljTk5jbGxZODcxeUI5YU1kVlVIU0w5VVFRYXhNS0Y0TTZYNEZIbms0VkpNSFYycWhWcHp1cmc1WURGYU9USWE2VTc5Zw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T19:49:51.714942,18 hours ago,Unlocking Myeloma Insights With Generative AI,2025-05-18T13:49:51.714942,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.targetedonc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Unlocking Myeloma Insights With Generative AI,https://news.google.com/read/CBMihAFBVV95cUxOZmNrNVdsMVI0NEd5eFN1MTMyNV9ScEM2M19oTjg2U3o1N1kxclBKTkd1c0FjNlJRYzg0QmNWVEJuWDc3WGxXWmM2Q2RmRzhOSHpMem9INWNRR1g2R1NrcTgzZTdNRXJDdGVpU3NzTFAxZzRaUE1xbURGaHZud3RXU3E4YnI?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T12:49:51.715855,1 hour ago,AI technologies used by schools to monitor kids for safety are found to mostly fail at keeping kids safe,2025-05-18T13:49:51.715855,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.milwaukeeindependent.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",AI technologies used by schools to monitor kids for safety are found to mostly fail at keeping kids safe,https://news.google.com/read/CBMiywFBVV95cUxQSHYxeWdhSkV1VS0tZkljQnNndV9Ea1c3TUJYNGdNRk9WdU5hMkt1S1ZDZWRMXzF3Vjd0RXVISG9CWkVLbm9IQWtta0xHTl9HdzNlRFFVVnh0Si16QmFXdXcyOUdSUEJpUFg1dWE1OEFxbUZIWUtjZGhQT0hycXhzLTVvWG1LT3d2UmM3MkpNbWx4bUh0Y01wMnU2UTBlZ3pfSWtieFF6dFU0TTlXWXotYm5HcGE0U0N6eHlDR0czWmduUVUtdl84eWkySQ?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T20:49:51.716884,17 hours ago,House Includes 10-Year Ban on States Regulating AI in Budget Bill,2025-05-18T13:49:51.715855,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://broadbandbreakfast.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",House Includes 10-Year Ban on States Regulating AI in Budget Bill,https://news.google.com/read/CBMingFBVV95cUxNQjN4WGZlbW1UaURwLXFTbmxiTC1xQjd5aGpxOVlpbkFWZVM3SDdpRW9YNTJoZnJEWVhjOXZGdlF0RzFWU3NCWFBxS0ZtU2ZzeElnS3BLWEtHUDROcW5xYThFR3JUSWhLNVEwXy1BMHotRTNjdk83cGtQbUxEY215cFpOZDRYLWNYSlhwRDB0RHpQaTZvMUJrWmhLdFZ6Zw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T11:49:51.717686,2 hours ago,The inside story of how Silicon Valley's hottest AI coding startup almost died,2025-05-18T13:49:51.716884,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.businessinsider.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The inside story of how Silicon Valley's hottest AI coding startup almost died,https://news.google.com/read/CBMiqwFBVV95cUxNVWFRM1lDVTNKVHJpcFN4QUwxMEozTk1USG1SSGE5Nl83dHdIVUJxV1lIN2ljUldCSlcxNTJsQ2pNaFF1QldfVV80YmdXRExKVmJpcV9zcDR1LTlQYVREaXVzMlQ1dHhwaEJTOC1WMEdxM0JmZmVDalJINDNRdE9BMHVIUmdDNVVGY0xya3pSX25xcElrM3lxZGhYVjVDb3NXR1F3MHFYT0JWSm8?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T11:49:51.717686,2 hours ago,Alibaba Shares Fall Despite Accelerating AI Growth. Is It Time to Buy the Dip?,2025-05-18T13:49:51.717686,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.fool.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Alibaba Shares Fall Despite Accelerating AI Growth. Is It Time to Buy the Dip?,https://news.google.com/read/CBMimAFBVV95cUxNaGlTbUFSMXI2b01ZTlVteUdzUWJ3Vlh3a3dYMmtMMFZXMmxrME8ycG5qQ2tEZ2JOSXdMM0R5VU5aRTVkRnh2cVRSQUNONkJSM1ZxZ0pMX2ppSFhIOWt5WkNxa2tyYzl3ajhfemttWldDY1JKcXA2MU0wX05Sa3QwWEkwWUt3c1BfZ3d1TVlMd2VfQWVfY1hnTw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T13:00:51.718933,49 minutes ago,"Business Tech News: Klarna Reverses On AI, Says Customers Like Talking To People",2025-05-18T13:49:51.718933,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.forbes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","Business Tech News: Klarna Reverses On AI, Says Customers Like Talking To People",https://news.google.com/read/CBMi0wFBVV95cUxOTDYzd3FINDhsZE1PVExiOWx6cWItODZ4eDRzbEgxRk1VWVN4N0ZjekVUUWtpLURsWFo0UjFydThSeWhvTXlyaEhhQXNkYm9zUVNwLTBGTm5qTFEtRVQ3T0x2MV94Z2F1dXJyTjAxQzRWd3RkOThDeGk3RmVDbG9HcUpSQWp4M0Z4M3d5bUpLa21SMU5ROVlOaV9Rbk53Ukl2b21Za1laYjVscmtXdjJON2hBLU1BODRoWkhQU3Y5a2F0YzJVMWh1dTFWZHd5cUw4aEJZ?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T11:49:51.719864,2 hours ago,Iran designs 6 AI megaprojects to tackle energy imbalance,2025-05-18T13:49:51.719864,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.tehrantimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Iran designs 6 AI megaprojects to tackle energy imbalance,https://news.google.com/read/CBMingFBVV95cUxQZF9hZS13N2NKc21rTmU1UEhIbzR3aDd5UzdfbUFUS3dEQmtzb1Nxcmd2SFJhZXJkYm1wY0ZUNU1SU0ZhSFRMN1RlbWlMaG1sdnJjZEtFUWZfOUsyUnYtQVY0X0dKTlgzcjlBZmk5LVhESTF3QW9oTlVKdFlVdXJKMTBlQ1d5dzJhNkNlNXpZSm01VXc4YnRrQmdXTVZvZw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T13:05:51.720882,44 minutes ago,Advanced Micro Devices (AMD) Price Target Raised as Saudi AI Deal Boosts Sentiment,2025-05-18T13:49:51.719864,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.insidermonkey.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Advanced Micro Devices (AMD) Price Target Raised as Saudi AI Deal Boosts Sentiment,https://news.google.com/read/CBMiwgFBVV95cUxPYl9fY3oyN3FObkY4dW1makVacU1EanlmdkU3QjlidVpaNmhPcC14dGtma09sNWxEWEVwRWFvcEJ4WmxKbHZuM3RXTXVQR1RSQk9NWW9BYnpzOG4ydzNvbkpVdjBUM2piRkRjMko2WmVacWE5UDdnSlFNV2Y3NzZNWk5tS0ZwclZSM1FpYlpVQWZTVG8yQUtiS3hLUU5TY2J2T091VHNsNTBnMTB2ell0NTVSc280MnN6NEpybVdVX1I5UdIBygFBVV95cUxOVGN3bHB2ZVpoc2dISnNyblRFTmZhbzQtSFdsY0ZScWIyenMwM2JOQ29paG1OdVItTjI3ZkdfMF93S0dxVVgzdm9jSjE4ZnlzYi1fNFlHT1p3aWVnZi1VeUx2NXRHY1FXMmZrbXpDZ0VRSWpGa1VZTjI3b09sOTRyNU42SkNWa2xGUGt1c0RxMXNEbHF6eGVNb2FHRExTWEZJbnQtY1dGUDVpRGRzOWo3Z2oyRm9nMWJwZkk5bmlKQXZCTXcwUjQ4UVdn?hl=en-US&gl=US&ceid=US%3Aen
Yesterday,Yesterday,Google I/O will be an AI show,2025-05-18T13:49:51.720882,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.theverge.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Google I/O will be an AI show,https://news.google.com/read/CBMibEFVX3lxTFBFQVhtWFh5YXBPM3dWdTc5TWtNTTE2WmpnQWZuY3lIX1N3ZWd4SGFSb091eHc2bEl6cmNyQ3dNUk9ETk5YT1ZiM2FCUXYxTndrMl9CX19qVGsyTXdLQkRIM2hhUmJKdXcxS292Rg?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T10:49:51.722892,3 hours ago,Distributed intelligence: Using AI to manage power,2025-05-18T13:49:51.721881,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://roboticsandautomationnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Distributed intelligence: Using AI to manage power,https://news.google.com/read/CBMiqAFBVV95cUxOYTFORU5oc2RBTGlCVkFnMUtEcjJJUzV4YjRxNVJENVlaMDlMRjdwRWY4WFZIc09BWkdEX2l1cXNOZUJhdGowdDNVaUsxRUo2TzBmWVkxd3JEdmZESHAybnBYS0ZoaTBaLU53MnM0VGJHTk1PRExCclh0UTBzX1FWdFJlc0RxWXJpRkpuS0RNTl9tbE40MFNKZVlpb0kwLTIzOFdiN1Fyd3g?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T13:26:51.722892,23 minutes ago,AI and Drones Help Israel Counter West Bank Terror Wave,2025-05-18T13:49:51.722892,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://themedialine.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",AI and Drones Help Israel Counter West Bank Terror Wave,https://news.google.com/read/CBMiogFBVV95cUxQQlFueHozYzlpenBFaFRHcWZfVktSa3UtNUNpMFBCMDBwSWVISlltS3NwLVc5M2hWcUM2MWNQLUdRYi11YU5jaDdPdTVaWkNueldIODlDZU50MWRSWmlXTlNyQms2M3MzMjBGVl9NS1QxQmJfWEJaWHE4aGNjRlRzQ2xLQU0xbXplYWQweXZ2cmVzVnFjZEFnZE5ySnJMY1ZsQnc?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T21:49:51.724680,16 hours ago,This outlandish story about ChatGPT can teach us all a lesson about AI,2025-05-18T13:49:51.724680,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://bgr.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",This outlandish story about ChatGPT can teach us all a lesson about AI,https://news.google.com/read/CBMilwFBVV95cUxQeXRfQWc0MjRycV9qRkI2Q004d1VwLThVWU4wY3phVWVRbFppZ0x5cmdsejZwVHF6N1A5WlZnSEJQRFVQd3BEZ2pjNmZ1LUJ3elFkbjBvZ0lram5rSVFBc3NXMjN5ZDdnc3FsSVhRTy1XZnNfeklkZEh0Q1AtUHV4a2F0cVQzZzgyTFgtQ0JqdnJJQzIzblY4?hl=en-US&gl=US&ceid=US%3Aen
2025-05-16T13:49:51.725675,2 days ago,"OpenAI launches Codex, an AI coding agent, in ChatGPT",2025-05-18T13:49:51.724680,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://techcrunch.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","OpenAI launches Codex, an AI coding agent, in ChatGPT",https://news.google.com/read/CBMijwFBVV95cUxQUnhhRmRzcm9lbENSUGFLU0Rhc2NSUTF3T1hXMzZYdC05TmF6RTAxZlM2X2hCajVnN1ZTVkt2Rnd4LVFPelN1U3E0WEtIS1FTZlVGNjBOVjhLRE12SHp5QnowRHBrcWNfZ3JEZG82UkJnM18tVFllTE5mUjJGVlZPampfLVpLV3V2cGVrVmJubw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-16T13:49:51.726676,2 days ago,"US and UAE plan to build 5GW AI data center campus, run by G42 and American hyperscalers",2025-05-18T13:49:51.725675,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.datacenterdynamics.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","US and UAE plan to build 5GW AI data center campus, run by G42 and American hyperscalers",https://news.google.com/read/CBMiywFBVV95cUxPLWFuczdUZjgtWndHQzI4WldQN1dmSlR1dmhad2pzZGwtYjZIN19CUFFvU1VMMjBNeDlQQWstdTBWSlpKNjNOdFg2Rk9MQWUwN2ZJd0FCTmFydXdxS3VKVTFicXpob0xfLTBsNGg0Wlc5NVpEbjBlTV9rZ2JreDVPcDFYT3hBeTUxOWxnS0o1X2pkSlJFNkpWcWNEcGFoWS1aVnh4bVp6cWdmWnNiNWFvUnM5WU5rQ09fbWRrWl9yZUJJcTg0LWFsMmtrYw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T15:49:51.727678,22 hours ago,Fortnite’s AI Darth Vader Is Unfortunately Very Funny,2025-05-18T13:49:51.726676,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.forbes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Fortnite’s AI Darth Vader Is Unfortunately Very Funny,https://news.google.com/read/CBMipgFBVV95cUxONUhTbVRMb2RFbEtPbW1tQ0FwVjc5eURZWDU1a0F5dGdlOERaUFF5TTEwR0F2WkNyTnFxWWZES1dWdGhkeVR3eFFMZWdpc3RzQks1Q3VWMC1ta1ZQeHlTSXI1S1Jvd3BCYzVoT1dJYVh1S2kyMUlLNW9RaVE0WU1XM09KMmdXSS05RWZjTms1QW9TdWZudXJLeUY3TDRkU0k1ZDV6RnlR?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T12:49:51.727678,1 hour ago,US officials warn Apple's iPhone AI deal with Alibaba may boost China's AI sector,2025-05-18T13:49:51.727678,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://the-decoder.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",US officials warn Apple's iPhone AI deal with Alibaba may boost China's AI sector,https://news.google.com/read/CBMipwFBVV95cUxQV19zZnlnS3Z4UjBjRnllQkYxZlFsNlZxa05FbUxfOFM5ODRBeUluQWhHVThpcTQxRVJFdDVIc1Vic2lJXzU1ekJhdzJBVlJISkUtRjlwc3M0bzJWMmJjSEdCLVJIN2loT2xQdHVmNEh2NWREempiQjV1Z1B3WWZES04zWExXd0EwNGFEeW1UQzBoUUJNcFczTHdXc3l3WHR4ZWNGbkd6UQ?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T11:49:51.728677,2 hours ago,AI Is Diluting Your Brand,2025-05-18T13:49:51.728677,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.practicalecommerce.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",AI Is Diluting Your Brand,https://news.google.com/read/CBMibEFVX3lxTE0wUHhEQmJZX2RoMzN2RmtGdzJQMjQzLTVTc3d1Nlpqa2ZFVHVJQmR6UGtkOXdxQ1k5X2F6dDdZM0NwZ0loTEJQOE9faWxFcjF5Uk01TWdMNVRjRi1SejVRekFDekxvcnctY3NrZw?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T15:49:51.729677,22 hours ago,"AI models can't tell time or read a calendar, study reveals",2025-05-18T13:49:51.729677,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.livescience.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL","AI models can't tell time or read a calendar, study reveals",https://news.google.com/read/CBMivAFBVV95cUxOU0l5ZUI3SEt4LVZFdzNEWUtDRDFmUXJ2V0dHLXUzRHV0Ml9zdHlIOE95S3JuZXYwbS02X2lXU3BuOHhnRWV1VHM1X2hqVEJaTjNwS3NDalliQUE4MEdackFkN0NrQkJBMkliU1RsNTdsdE9WUHJodTJaVElJS2dmQk1pVWFhUE1VZV9lQkNXRDZjbVcxQkpLbUF2dHNYTDY2eGQ0WmgxN0RGSlZjU2ZGeE1KZVhibjZMRnVIVA?hl=en-US&gl=US&ceid=US%3Aen
Yesterday,Yesterday,Microsoft says it provided AI to Israeli military for war but denies use to harm people in Gaza,2025-05-18T13:49:51.729677,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://apnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Microsoft says it provided AI to Israeli military for war but denies use to harm people in Gaza,https://news.google.com/read/CBMivAFBVV95cUxPYThUNHFfaUMtRjEtQXFuY2dEUlFpY3BrdFJNYms1WncwMVJvNFpyTG9ZQld3QXdCSm1uSlJ0WTVIT0N6MTB6cGtGVG5uUno4R2RhdE9LY2Z0WDFZel9JdElwZWtKY0doVFpjb1VjeWp3SV9xcDNVTTFueDl3dUs3bFBMcHIxcFVRWERKWThTTGpGdElvN3Y1NVBSLUVhNUR4LUI0LUxDSXVTVE1wQ3d1ZTJfeThodG93c19yUA?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T16:49:51.731706,21 hours ago,AI Goes To School,2025-05-18T13:49:51.730866,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.kiplinger.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",AI Goes To School,https://news.google.com/read/CBMiYkFVX3lxTE1DcWlNVkkyQzEyMmFFTnA1NzlpMzZqX0l2ZWZ2OUM0b2U2aGl4Qk0xa29GM2hBbDRnZkJUOWZiWXBueGtiekhySjlEbU1oRDBaWENtUV9mWTdTcDlMV0ZwU1Vn?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T10:49:51.732677,3 hours ago,Alphabet: Buy More The Best AI Play At A Reasonable Valuation,2025-05-18T13:49:51.732677,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://seekingalpha.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Alphabet: Buy More The Best AI Play At A Reasonable Valuation,https://news.google.com/read/CBMiowFBVV95cUxPbmdYS2NtTmUxcDRRUW12d0xCNzFfdFF0UEsyOE45X2hSS3RkV2VwN0dZQl9sNE02UkdMX0lwQmxQLWVNdm9KZlRwXzI4SzlleXk2NWdzTExjYkhrZFFtQUF6WTV5V3hfM2Vub2s2MmRLaEpmVTdyak9TeWNuQVlXT1Rma2pGSjZhUmlOZXdacmZfbk5tT2FrVVhuSmNnc01lTElZ?hl=en-US&gl=US&ceid=US%3Aen
2025-05-18T12:51:51.733676,58 minutes ago,Bill Gates names three well-paying jobs that are safe from AI,2025-05-18T13:49:51.733676,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.irishstar.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Bill Gates names three well-paying jobs that are safe from AI,https://news.google.com/read/CBMigAFBVV95cUxOekZudDAtX1NuX25kQVZXSTFUeUxfdXZ4dFZ3U2M1Y2FxOXIyRHBzdHIwWEU1c1ptdW11VldBRmRuZHljejJaVlQ4TTdKZ1RGalMtSDR5cG8wRHRPZEM0THRiTjJpOFdGSmFQSWtBNU1SRXlvTXJya1NvdGJLY3ZMZg?hl=en-US&gl=US&ceid=US%3Aen
2025-05-17T20:49:51.734931,17 hours ago,World Network Illustrates Complications Of AI-Crypto Partnerships,2025-05-18T13:49:51.734931,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.forbes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",World Network Illustrates Complications Of AI-Crypto Partnerships,https://news.google.com/read/CBMivgFBVV95cUxOeVZPOXNGeTc4Yzk2Mnh0Z1pYRzMwNlRkZ0MxQWZJbzRVUUR1UTZLMm4weUpRYkhvcFh1ZGV6U01UZHUyUk05TUptYlR0dERxTE1lOTdJdVZIZFFSREVwVWNmSmQ1M3paSTk5d0dtYXlxMjk4MF85RDNTS0llN3Bka3o4UFY0QXdIXzZFN2pQczNXVjRQcEhZVU5TZ3E3RXJRNnBGaVBybExIXzd6ZmxzSUtfWV9tM1dCSjVnX2pR?hl=en-US&gl=US&ceid=US%3Aen
